ts_close_iso,timeframe,symbol,btc_symbol,close_alt,close_btc,ratio,z,z_window,dp6h,dp12h,atr_ratio,qv_24h,vol_surge_mult,mom,breadth,universe_n,top_n,in_cands,pairs_signal
2025-08-12 12:48:00 UTC,1h,COW-USDT,BTC-USDT,0.4181,118947.9,3.514984291e-06,,30,0.0341331,0.0202538,0.0153586,6.98557e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CRCLX-USDT,BTC-USDT,178.6,118947.9,0.001501497715,,30,0.107597,0.107872,0.0142457,6.47021e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CROSS-USDT,BTC-USDT,0.32118,118947.9,2.700173774e-06,,30,0.0284671,0.00190286,0.0174379,6.59468e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CRV-USDT,BTC-USDT,0.9444,118947.9,7.939610535e-06,,30,0.0305543,0.0174531,0.0146578,1.45617e+07,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CTC-USDT,BTC-USDT,0.7226,118947.9,6.074928603e-06,,30,0.00710801,0.0261289,0.0282314,1.71343e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CTK-USDT,BTC-USDT,0.3466,118947.9,2.913880783e-06,,30,0.0179148,0.00668022,0.0174141,6.56296e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CUDIS-USDT,BTC-USDT,0.06963,118947.9,5.853823397e-07,,30,0.0753668,0.1605,0.0332266,6.75799e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CVC-USDT,BTC-USDT,0.09485,118947.9,7.974079408e-07,,30,0.0170491,0.0109785,0.00903683,1.93768e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CYBER-USDT,BTC-USDT,3.1012,118947.9,2.607191888e-05,,30,0.65813,0.646072,0.135445,4.5941e+07,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,D-USDT,BTC-USDT,0.03571,118947.9,3.002154725e-07,,30,0.0173789,0.00961267,0.0135416,6.43967e+06,0,0,0.556818,465,4,0,HOLD
