ts,param,value,equity_end,profit_factor,max_dd,monotonicity,trades,elapsed_sec,yaml
2025-08-24T20:01:34,sl,1.06,36.683056,0.926818,-0.852017,-0.037981,304,30.200432300567627,tune_tmp/t5m5000_s2_rays_sl_1p06.yaml
2025-08-24T20:02:11,sl,1.08,-1.459755,0.819339,-1.009626,-0.099301,171,36.690672397613525,tune_tmp/t5m5000_s2_rays_sl_1p08.yaml
2025-08-24T20:02:42,sl,1.1,-0.482559,0.83694,-1.003302,-0.088767,187,30.711418628692627,tune_tmp/t5m5000_s2_rays_sl_1p1.yaml
2025-08-24T20:03:15,sl,1.12,-0.226537,0.577348,-1.001844,-0.267951,44,33.06584692001343,tune_tmp/t5m5000_s2_rays_sl_1p12.yaml
2025-08-24T20:03:47,min-mom,0.0,91.400586,0.99011,-0.634543,-0.00497,317,32.26063871383667,tune_tmp/t5m5000_s3_rays_min-mom_0p0.yaml
2025-08-24T20:04:16,min-mom,0.019,-0.778077,0.861888,-1.004793,-0.074178,239,29.005390644073486,tune_tmp/t5m5000_s3_rays_min-mom_0p019.yaml
2025-08-24T20:04:49,min-mom,0.02,-0.778077,0.861888,-1.004793,-0.074178,239,33.03556942939758,tune_tmp/t5m5000_s3_rays_min-mom_0p02.yaml
2025-08-24T20:05:20,min-mom,0.021,-0.778077,0.861888,-1.004793,-0.074178,239,31.104779720306396,tune_tmp/t5m5000_s3_rays_min-mom_0p021.yaml
2025-08-24T20:05:50,min-mom,0.022,-1.450304,0.86027,-1.009031,-0.075112,237,29.79554057121277,tune_tmp/t5m5000_s3_rays_min-mom_0p022.yaml
2025-08-24T20:06:19,min-mom,0.023,-1.656587,0.865174,-1.010316,-0.072286,253,28.824668169021606,tune_tmp/t5m5000_s3_rays_min-mom_0p023.yaml
2025-08-24T20:06:44,min-mom,0.024,-1.656587,0.865174,-1.010316,-0.072286,253,25.065733671188354,tune_tmp/t5m5000_s3_rays_min-mom_0p024.yaml
2025-08-24T20:07:10,min-atr,0.0,91.400586,0.99011,-0.634543,-0.00497,317,26.08007836341858,tune_tmp/t5m5000_s4_rays_min-atr_0p0.yaml
2025-08-24T20:07:37,min-atr,0.0005,91.400586,0.99011,-0.634543,-0.00497,317,26.670588493347168,tune_tmp/t5m5000_s4_rays_min-atr_0p0005.yaml
2025-08-24T20:08:03,min-atr,0.0008,91.400586,0.99011,-0.634543,-0.00497,317,26.387436151504517,tune_tmp/t5m5000_s4_rays_min-atr_0p0008.yaml
2025-08-24T20:08:29,min-atr,0.001,91.400586,0.99011,-0.634543,-0.00497,317,25.904710292816162,tune_tmp/t5m5000_s4_rays_min-atr_0p001.yaml
2025-08-24T20:08:56,min-atr,0.0012,91.400586,0.99011,-0.634543,-0.00497,317,26.45998501777649,tune_tmp/t5m5000_s4_rays_min-atr_0p0012.yaml
2025-08-24T20:09:23,side,LONG,91.400586,0.99011,-0.634543,-0.00497,317,27.275943994522095,tune_tmp/t5m5000_s5_rays_side_LONG.yaml
2025-08-24T20:09:51,side,BOTH,91.400586,0.99011,-0.634543,-0.00497,317,28.446281671524048,tune_tmp/t5m5000_s5_rays_side_BOTH.yaml
2025-08-24T20:10:21,top-n,8.0,91.400586,0.99011,-0.634543,-0.00497,317,29.9066743850708,tune_tmp/t5m5000_s6_rays_top-n_8p0.yaml
2025-08-24T20:10:49,top-n,10.0,91.400586,0.99011,-0.634543,-0.00497,317,27.96359944343567,tune_tmp/t5m5000_s6_rays_top-n_10p0.yaml
